pdb	rank	FR_RMS	CDR1_RMS	CDR2_RMS	CDR3_RMS
7x2lB	14	1.268	0.588	1.076	1.187
7x2lB	15	1.28	2.232	1.787	1.651
7x2lB	16	0.997	4.593	3.601	2.944
7x2lB	17	1.012	1.062	0.935	0.929
7x2lB	18	1.034	2.248	2.099	1.752
7x2lB	19	1.258	2.274	2.149	1.802
7x2lB	20	0.986	2.249	2.12	1.882
7x2lB	21	1.229	3.104	2.408	2.063
7x2lB	22	1.307	0.715	1.148	1.123
7x2lB	23	1.284	0.668	0.97	1.018
7x2lB	24	1.251	2.553	2.262	2.014
7x2lB	25	1.263	3.073	2.435	2.107
7x2mB	1	0.458	0.902	0.823	2.123
7x2mB	2	0.529	1.874	1.483	2.331
7x2mB	3	0.504	0.933	0.882	2.154
7x2mB	4	0.445	0.9	0.821	2.334
7x2mB	5	0.5	0.746	0.768	2.316
7x2mB	6	0.49	1.987	1.596	2.447
7x2mB	7	0.505	0.84	0.826	2.158
7x2mB	8	0.509	1.985	1.594	2.477
7x2mB	9	0.483	0.909	0.835	2.278
7x2mB	10	0.53	0.902	0.869	2.165
7x2mB	11	0.523	0.905	0.876	2.163
7x2mB	12	0.472	0.894	0.837	2.294
7x2mB	13	0.455	0.741	0.771	2.359
7x2mB	14	0.545	1.89	1.482	2.309
7x2mB	15	0.494	1.985	1.588	2.386
7x2mB	16	0.479	0.757	0.767	2.628
7x2mB	17	0.466	0.89	0.841	2.527
7x2mB	18	0.542	1.861	1.472	2.125
7x2mB	19	0.528	0.967	0.896	1.987
7x2mB	20	0.504	1.971	1.578	2.372
7x2mB	21	0.467	0.717	0.777	2.298
7x2mB	22	0.495	0.824	0.856	2.788
7x2mB	23	0.518	1.975	1.606	2.631
7x2mB	24	0.491	0.721	0.785	2.644
7x2mB	25	0.525	1.807	1.456	2.871
7x7eA	1	0.856	1.01	0.817	2.09
7x7eA	2	0.837	0.908	0.74	2.082
7x7eA	3	0.836	0.975	0.792	2.07
7x7eA	4	0.836	0.965	0.781	2.097
7x7eA	5	0.855	1.092	0.877	2.115
7x7eA	6	1.001	0.713	0.622	2.017
7x7eA	7	1.011	0.729	0.643	2.0
7x7eA	8	1.048	0.803	0.7	2.039
7x7eA	9	0.933	0.71	0.625	1.985
7x7eA	10	0.985	0.752	0.656	2.012
7x7eA	11	0.911	0.842	0.686	2.352
7x7eA	12	1.012	0.661	0.554	2.358
7x7eA	13	0.943	0.741	0.613	2.351
7x7eA	14	0.904	0.695	0.572	2.274
7x7eA	15	0.873	1.059	0.854	2.231
7x7eA	16	0.985	0.837	0.691	3.173
7x7eA	17	0.968	0.967	0.795	3.169
7x7eA	18	0.985	0.885	0.736	3.188
7x7eA	19	0.999	0.918	0.756	3.156
7x7eA	20	0.903	0.755	0.61	2.495
7x7eA	21	0.855	0.943	0.798	3.037
7x7eA	22	0.881	0.93	0.782	3.041
7x7eA	23	0.873	0.961	0.809	3.069
7x7eA	24	0.85	0.971	0.827	3.094
7x7eA	25	0.831	0.891	0.754	2.95
7xqvB	1	1.175	5.479	4.203	6.532
7xqvB	2	1.509	4.893	4.981	6.975
7xqvB	3	1.231	4.906	4.259	6.68
7xqvB	4	1.237	4.833	4.346	6.721
7xqvB	5	1.253	4.88	4.491	7.045
7xqvB	6	1.594	5.45	4.528	5.612
7xqvB	7	1.642	5.375	4.645	4.197
7xqvB	8	1.581	5.492	4.573	5.515
7xqvB	9	1.228	4.798	3.881	5.715
7xqvB	10	1.534	5.411	4.515	5.641
7xqvB	11	1.492	5.331	4.57	4.256
7xqvB	12	1.574	5.893	4.838	4.523
7xqvB	13	1.281	4.958	4.424	5.827
7xqvB	14	1.484	5.966	4.829	5.138
7xqvB	15	1.234	4.654	4.28	5.846
7xqvB	16	1.145	5.167	4.723	5.424
7xqvB	17	1.407	5.735	4.662	5.404
7xqvB	18	1.218	4.711	4.345	5.877
7xqvB	19	1.233	4.556	4.465	5.775
7xqvB	20	1.232	4.596	4.494	5.925
7xqvB	21	1.398	5.504	4.556	5.412
7xqvB	22	1.151	5.36	4.659	5.54
7xqvB	23	1.499	5.219	4.502	5.86
7xqvB	24	1.43	5.555	4.702	4.801
7xqvB	25	1.303	5.077	4.693	5.268
7yz9B	1	1.028	0.514	0.687	4.867
7yz9B	2	1.039	0.493	0.648	4.787
7yz9B	3	1.033	0.481	0.649	4.957
7yz9B	4	1.077	0.433	0.612	3.994
7yz9B	5	0.991	0.523	0.664	4.599
7yz9B	6	1.122	3.221	2.595	5.142
7yz9B	7	1.262	4.945	3.92	5.65
7yz9B	8	1.251	5.019	3.971	5.332
7yz9B	9	1.091	4.807	3.84	5.494
7yz9B	10	1.13	4.486	3.594	4.834
7yz9B	11	1.087	4.695	3.759	5.436
7yz9B	12	1.084	4.447	3.582	5.364
7yz9B	13	1.084	4.587	3.669	5.361
7yz9B	14	1.261	4.775	3.794	5.529
7yz9B	15	1.061	4.785	3.828	5.337
7yz9B	16	1.165	4.744	3.772	5.517
7yz9B	17	1.096	3.285	2.618	5.134
7yz9B	18	1.071	4.69	3.745	5.286
7yz9B	19	1.256	4.524	3.594	5.357
7yz9B	20	1.094	3.969	3.217	5.483
7yz9B	21	1.094	4.005	3.24	5.48
7yz9B	22	1.092	3.921	3.183	5.513
7yz9B	23	1.041	4.585	3.664	5.255
7yz9B	24	1.043	3.496	2.75	4.876
7yz9B	25	1.026	3.416	2.814	4.971
7zmvG	1	0.525	2.234	1.855	5.455
7zmvG	2	0.589	2.351	1.919	6.095
7zmvG	3	0.518	2.145	1.787	5.315
7zmvG	4	0.526	2.187	1.821	5.432
7zmvG	5	0.524	2.342	1.919	6.46
7zmvG	6	0.547	2.387	1.956	6.601
7zmvG	7	0.53	2.171	1.813	5.414
7zmvG	8	0.533	2.368	1.94	6.759
7zmvG	9	0.525	2.133	1.777	5.214
7zmvG	10	0.491	2.039	1.708	5.305
7zmvG	11	0.564	2.16	1.781	6.78
7zmvG	12	0.491	2.028	1.702	5.212
7zmvG	13	0.605	3.189	2.49	8.551
7zmvG	14	0.557	3.068	2.399	8.498
7zmvG	15	0.495	1.801	1.545	5.765
7zmvG	16	0.558	3.705	2.888	9.388
7zmvG	17	0.594	3.11	2.431	8.783
7zmvG	18	0.541	3.843	2.994	5.836
7zmvG	19	0.548	3.804	2.957	8.708
7zmvG	20	0.54	3.547	2.766	9.505
7zmvG	21	0.545	3.867	3.007	8.907
7zmvG	22	0.51	3.072	2.417	7.992
7zmvG	23	0.467	2.636	2.118	8.189
7zmvG	24	0.494	2.915	2.297	7.919
7zmvG	25	0.466	2.292	1.868	7.808
8bb7D	1	0.804	0.907	0.777	0.938
8bb7D	2	0.782	0.804	0.666	0.889
8bb7D	3	0.778	0.807	0.663	0.884
8bb7D	4	0.788	0.827	0.7	0.921
8bb7D	5	0.776	0.842	0.705	0.93
8bb7D	6	0.851	1.216	1.092	1.343
8bb7D	7	0.823	0.919	0.814	1.333
8bb7D	8	0.783	0.883	0.786	1.293
8bb7D	9	0.819	1.076	1.033	1.44
8bb7D	10	0.842	0.918	0.799	1.308
8bb7D	11	0.846	1.116	0.953	1.346
8bb7D	12	0.818	0.938	0.813	1.135
8bb7D	13	0.8	0.864	0.759	1.288
8bb7D	14	0.857	1.26	1.133	1.443
8bb7D	15	0.819	1.056	0.939	1.384
8bb7D	16	0.809	1.086	1.026	1.416
8bb7D	17	0.827	1.053	1.011	1.422
8bb7D	18	0.625	1.213	1.077	1.428
8bb7D	19	0.82	1.062	0.96	1.406
8bb7D	20	0.836	1.079	0.925	1.344
8bb7D	21	0.807	0.887	0.786	2.412
8bb7D	22	0.805	0.887	0.788	2.364
8bb7D	23	0.816	0.952	0.824	2.473
8bb7D	24	0.794	0.896	0.789	2.993
8bb7D	25	0.819	0.924	0.804	2.439
8cwuB	1	3.656	4.194	3.518	3.34
8cwuB	2	3.943	4.152	3.428	2.655
8cwuB	3	3.997	4.155	3.515	3.041
8cwuB	4	3.994	4.17	3.507	3.074
8cwuB	5	3.933	4.11	3.341	2.571
8cwuB	6	4.08	4.226	3.339	2.832
8cwuB	7	3.989	4.129	3.401	2.666
8cwuB	8	3.989	4.158	3.421	2.678
8cwuB	9	4.038	4.175	3.487	3.022
8cwuB	10	3.63	4.111	3.441	3.213
8cwuB	11	4.036	4.242	3.39	2.848
8cwuB	12	4.057	4.267	3.398	2.845
8cwuB	13	3.638	4.196	3.461	3.262
8cwuB	14	3.602	4.157	3.499	3.32
8cwuB	15	3.884	4.163	3.423	2.663
8cwuB	16	4.004	4.152	3.464	3.014
8cwuB	17	4.03	4.225	3.39	2.835
8cwuB	18	4.023	4.22	3.438	2.874
8cwuB	19	3.672	4.172	3.33	2.973
8cwuB	20	3.988	4.042	3.227	2.68
8cwuB	21	3.82	3.889	3.31	3.037
8cwuB	22	3.879	3.99	3.321	2.896
8cwuB	23	3.834	3.983	3.307	2.891
8cwuB	24	3.799	3.895	3.249	2.833
8cwuB	25	3.813	3.911	3.297	2.825
8dquB	1	0.508	0.716	0.752	1.301
8dquB	2	0.502	0.704	0.795	1.463
8dquB	3	0.502	0.716	0.789	2.972
8dquB	4	0.466	0.654	0.69	1.394
8dquB	5	0.468	0.783	0.847	3.029
8dquB	6	0.506	0.708	0.786	3.017
8dquB	7	0.507	0.738	0.798	2.959
8dquB	8	0.5	0.71	0.799	2.957
8dquB	9	0.467	0.75	0.814	2.999
8dquB	10	0.505	0.745	0.818	2.901
8dquB	11	0.499	0.705	0.792	2.566
8dquB	12	0.477	0.664	0.72	1.425
8dquB	13	0.476	0.669	0.719	1.41
8dquB	14	0.478	0.747	0.782	1.431
8dquB	15	0.508	0.75	0.78	3.12
8dquB	16	0.504	1.823	1.458	1.611
8dquB	17	0.515	0.754	0.794	3.25
8dquB	18	0.52	0.757	0.801	1.72
8dquB	19	0.522	0.776	0.83	3.29
8dquB	20	0.536	0.723	0.736	3.223
8dquB	21	0.517	0.812	0.829	3.149
8dquB	22	0.536	1.88	1.484	3.214
8dquB	23	0.552	1.89	1.489	3.212
8dquB	24	0.548	1.845	1.454	3.112
8dquB	25	0.554	1.915	1.502	3.168
8dtnE	1	1.173	2.877	4.572	5.827
8dtnE	2	1.212	3.087	4.608	5.9
8dtnE	3	1.226	3.081	4.623	5.892
8dtnE	4	1.173	2.9	4.588	5.81
8dtnE	5	1.302	2.516	4.38	6.202
8dtnE	6	1.288	2.504	4.435	6.244
8dtnE	7	1.178	2.586	4.389	6.199
8dtnE	8	1.199	3.057	4.571	6.148
8dtnE	9	1.242	2.969	4.587	5.886
8dtnE	10	1.137	2.643	4.465	5.806
8dtnE	11	1.23	2.985	4.584	5.893
8dtnE	12	1.237	2.969	4.591	5.873
8dtnE	13	1.25	2.978	4.588	5.893
8dtnE	14	1.156	2.881	4.552	5.913
8dtnE	15	1.415	2.779	3.765	5.944
8dtnE	16	1.25	2.986	4.581	5.892
8dtnE	17	1.271	2.68	4.361	5.768
8dtnE	18	1.258	2.599	4.357	5.972
8dtnE	19	1.318	2.894	4.648	6.274
8dtnE	20	1.276	2.898	4.6	6.227
8dtnE	21	1.263	2.699	4.364	5.792
8dtnE	22	1.289	2.954	4.59	5.872
8dtnE	23	1.139	2.86	4.465	5.828
8dtnE	24	1.293	2.864	4.61	6.123
8dtnE	25	1.299	2.923	4.581	5.98
8dtuA	1	1.939	2.831	3.298	5.774
8dtuA	2	1.939	2.845	3.275	5.749
8dtuA	3	1.943	2.874	3.355	5.703
8dtuA	4	1.926	2.882	3.323	5.725
8dtuA	5	1.937	2.794	3.236	5.696
8dtuA	6	1.746	2.857	3.293	5.836
8dtuA	7	1.949	2.659	3.3	5.908
8dtuA	8	1.79	2.847	3.328	5.749
8dtuA	9	1.976	2.76	3.324	6.193
8dtuA	10	1.969	2.759	3.303	6.122
8dtuA	11	1.774	2.841	3.395	5.76
8dtuA	12	1.972	2.837	3.379	6.089
8dtuA	13	1.79	2.849	3.402	5.744
8dtuA	14	1.934	2.279	3.151	5.634
8dtuA	15	1.762	2.861	3.359	5.85
8dtuA	16	1.966	2.761	3.321	5.987
8dtuA	17	1.94	2.613	3.28	5.718
8dtuA	18	1.92	2.271	3.135	5.59
8dtuA	19	1.957	2.786	3.349	6.148
8dtuA	20	1.911	2.663	3.303	5.675
8dtuA	21	1.921	2.798	3.316	5.472
8dtuA	22	1.922	2.822	3.308	5.486
8dtuA	23	1.913	2.772	3.35	5.691
8dtuA	24	1.88	2.825	3.303	5.626
8dtuA	25	1.769	2.784	3.347	5.625
8emzB	1	0.401	2.286	1.706	2.816
8emzB	2	0.455	1.917	1.433	2.927
8emzB	3	0.455	2.019	1.509	2.8
8emzB	4	0.458	1.997	1.49	2.807
8emzB	5	0.407	2.625	1.951	2.994
8emzB	6	0.437	2.137	1.59	2.812
8emzB	7	0.528	1.788	1.352	3.342
8emzB	8	0.481	1.666	1.26	2.956
8emzB	9	0.487	1.55	1.174	2.956
8emzB	10	0.506	1.777	1.342	3.135
8emzB	11	0.515	1.731	1.309	3.141
8emzB	12	0.537	1.702	1.282	3.262
8emzB	13	0.498	1.485	1.116	2.883
8emzB	14	0.493	1.585	1.195	3.003
8emzB	15	0.42	2.388	1.775	2.926
8emzB	16	0.513	1.785	1.347	3.403
8emzB	17	0.433	2.245	1.671	4.073
8emzB	18	0.505	1.475	1.107	2.915
8emzB	19	0.415	1.807	1.365	2.755
8emzB	20	0.451	1.978	1.469	4.196
8emzB	21	0.433	1.751	1.32	2.71
8emzB	22	0.433	1.719	1.297	2.688
8emzB	23	0.432	2.236	1.663	4.209
8emzB	24	0.434	1.696	1.279	2.772
8emzB	25	0.419	1.759	1.33	2.764
8en0D	1	1.717	4.441	3.787	3.643
8en0D	2	1.736	4.425	3.776	3.65
8en0D	3	1.724	4.446	3.771	3.635
8en0D	4	1.707	4.367	3.713	3.575
8en0D	5	1.714	4.381	3.734	3.598
8en0D	6	1.646	4.403	3.656	3.387
8en0D	7	1.638	4.389	3.649	3.403
8en0D	8	1.623	4.398	3.635	3.387
8en0D	9	1.602	4.374	3.627	3.36
8en0D	10	1.681	4.715	3.895	3.63
8en0D	11	1.578	4.585	3.77	3.497
8en0D	12	1.681	4.762	3.911	3.614
8en0D	13	1.669	4.736	3.897	3.589
8en0D	14	1.578	4.195	3.505	3.269
8en0D	15	1.671	4.697	3.845	3.535
8en0D	16	1.568	4.636	3.787	3.52
8en0D	17	1.669	4.759	3.922	3.611
8en0D	18	1.678	4.732	3.904	3.584
8en0D	19	1.574	4.622	3.777	3.496
8en0D	20	1.595	4.546	3.735	3.455
8en0D	21	1.563	4.561	3.736	3.448
8en0D	22	1.627	4.607	3.789	3.476
8en0D	23	1.641	4.675	3.825	3.488
8en0D	24	1.632	4.503	3.726	3.43
8en0D	25	1.657	4.636	3.803	3.472
8en2D	1	0.656	1.875	1.914	1.363
8en2D	2	0.675	1.691	1.747	1.942
8en2D	3	0.676	1.758	1.821	1.901
8en2D	4	0.664	1.739	1.811	1.872
8en2D	5	0.652	1.848	1.977	1.919
8en2D	6	0.679	1.826	1.974	1.904
8en2D	7	0.643	1.858	1.964	1.94
8en2D	8	0.646	1.946	2.031	1.862
8en2D	9	0.643	1.853	1.99	1.888
8en2D	10	0.67	1.85	1.956	1.915
8en2D	11	0.699	1.736	1.869	1.895
8en2D	12	0.705	1.701	1.908	1.984
8en2D	13	0.651	1.898	1.655	1.2
8en2D	14	0.664	1.362	1.608	1.837
8en2D	15	0.656	1.474	1.699	1.85
8en2D	16	0.679	1.198	1.592	1.857
8en2D	17	0.664	1.947	1.989	1.856
8en2D	18	0.658	1.845	1.943	1.902
8en2D	19	0.651	1.867	1.934	1.921
8en2D	20	0.707	1.688	1.877	2.01
8en2D	21	0.664	1.904	1.919	2.141
8en2D	22	0.671	1.887	2.092	1.969
8en2D	23	0.706	1.688	1.899	1.856
8en2D	24	0.668	1.91	2.104	1.958
8en2D	25	0.67	1.917	2.097	1.943
8en3C	1	0.86	1.426	1.541	2.65
8en3C	2	0.861	1.379	1.517	2.675
8en3C	3	0.862	1.474	1.589	2.641
8en3C	4	0.861	1.444	1.568	2.608
8en3C	5	0.86	1.417	1.541	2.629
8en3C	6	0.878	1.313	1.427	2.509
8en3C	7	0.871	1.364	1.47	2.451
8en3C	8	0.875	1.313	1.417	2.381
8en3C	9	0.85	1.521	1.604	2.697
8en3C	10	0.88	1.338	1.478	2.388
8en3C	11	0.874	1.401	1.468	2.358
8en3C	12	0.864	1.627	1.646	2.537
8en3C	13	0.873	1.668	1.725	2.018
8en3C	14	0.872	1.641	1.716	1.903
8en3C	15	0.867	1.654	1.703	1.987
8en3C	16	0.882	1.851	1.817	5.175
8en3C	17	0.884	1.775	1.808	4.395
8en3C	18	0.88	1.85	1.817	5.478
8en3C	19	0.888	1.802	1.799	5.494
8en3C	20	0.88	1.859	1.84	4.795
8en3C	21	0.91	1.619	1.904	2.247
8en3C	22	0.919	1.753	1.955	2.705
8en3C	23	0.909	1.626	1.882	4.368
8en3C	24	0.918	1.672	1.894	3.197
8en3C	25	0.918	1.659	1.93	3.725
8ew6V	1	0.352	0.581	0.59	2.262
8ew6V	2	0.351	0.594	0.6	2.209
8ew6V	3	0.355	0.61	0.62	2.237
8ew6V	4	0.348	0.594	0.582	2.228
8ew6V	5	0.345	0.574	0.588	2.196
8ew6V	6	0.413	0.423	0.712	1.35
8ew6V	7	0.335	0.496	0.506	2.296
8ew6V	8	0.337	0.481	0.505	2.319
8ew6V	9	0.403	0.475	0.6	2.819
8ew6V	10	0.405	0.486	0.563	2.214
8ew6V	11	0.408	0.481	0.583	2.254
8ew6V	12	0.337	0.475	0.525	2.302
8ew6V	13	0.336	0.49	0.517	2.322
8ew6V	14	0.409	0.483	0.61	2.175
8ew6V	15	0.332	0.482	0.514	2.29
8ew6V	16	0.357	0.572	0.671	2.228
8ew6V	17	0.366	0.536	0.707	2.175
8ew6V	18	0.454	1.43	1.329	2.409
8ew6V	19	0.37	0.629	0.853	2.236
8ew6V	20	0.465	1.489	1.384	2.396
8ew6V	21	0.458	1.465	1.372	2.415
8ew6V	22	0.469	1.542	1.457	2.423
8ew6V	23	0.47	1.48	1.362	2.268
8ew6V	24	0.385	0.92	1.196	2.262
8ew6V	25	0.393	1.105	1.34	2.254
8f8xD	1	0.448	2.362	1.818	7.094
8f8xD	2	0.473	2.281	1.757	7.214
8f8xD	3	0.453	2.325	1.792	7.195
8f8xD	4	0.674	3.37	2.604	7.361
8f8xD	5	0.648	3.337	2.574	7.284
8f8xD	6	0.714	3.407	2.629	7.509
8f8xD	7	0.698	3.346	2.579	7.452
8f8xD	8	0.703	3.384	2.612	7.507
8f8xD	9	0.696	3.338	2.571	7.391
8f8xD	10	0.698	3.375	2.603	7.408
8f8xD	11	0.512	2.24	1.727	6.692
8f8xD	12	0.7	3.39	2.614	7.395
8f8xD	13	0.699	3.418	2.636	7.243
8f8xD	14	0.701	3.39	2.614	7.307
8f8xD	15	0.714	3.381	2.611	6.854
8f8xD	16	0.681	3.338	2.579	7.405
8f8xD	17	0.684	3.377	2.596	7.324
8f8xD	18	0.656	3.331	2.563	7.361
8f8xD	19	0.547	2.105	1.631	7.076
8f8xD	20	0.665	3.357	2.582	7.209
8f8xD	21	0.475	1.899	1.467	7.341
8f8xD	22	0.436	2.329	1.792	7.111
8f8xD	23	0.494	1.797	1.392	7.303
8f8xD	24	0.425	2.233	1.716	7.03
8f8xD	25	0.495	1.272	0.99	7.09
8gz5B	1	1.472	3.564	2.67	4.011
8gz5B	2	1.546	2.912	2.147	4.565
8gz5B	3	1.425	2.869	2.126	4.632
8gz5B	4	1.513	2.857	2.135	3.82
8gz5B	5	1.509	2.908	2.179	3.855
8gz5B	6	1.556	2.659	1.994	3.809
8gz5B	7	1.507	2.829	2.115	3.712
8gz5B	8	1.504	2.768	2.069	3.878
8gz5B	9	1.568	1.438	1.137	3.613
8gz5B	10	1.6	2.998	2.224	3.374
8gz5B	11	1.52	2.502	1.885	3.936
8gz5B	12	1.613	3.536	2.624	3.474
8gz5B	13	1.615	3.29	2.44	3.414
8gz5B	14	1.662	3.894	2.892	4.156
8gz5B	15	1.622	3.237	2.402	3.377
8gz5B	16	1.604	3.425	2.539	3.393
8gz5B	17	1.69	3.47	2.582	4.066
8gz5B	18	1.619	2.621	1.962	4.016
8gz5B	19	1.656	1.332	1.036	3.779
8gz5B	20	1.25	2.655	1.961	5.063
8gz5B	21	1.019	2.752	2.057	4.017
8gz5B	22	0.883	3.555	2.652	4.086
8gz5B	23	0.842	2.537	1.914	3.882
8gz5B	24	1.628	3.798	2.816	4.143
8gz5B	25	1.082	1.462	1.13	4.14
8h3xA	1	1.698	0.822	0.705	2.592
8h3xA	2	1.671	0.861	0.759	2.337
8h3xA	3	1.683	0.838	0.709	2.506
8h3xA	4	1.684	0.836	0.751	2.276
8h3xA	5	1.686	0.81	0.726	2.319
8h3xA	6	1.692	0.818	0.704	2.668
8h3xA	7	1.685	0.829	0.741	2.398
8h3xA	8	1.685	0.841	0.76	2.326
8h3xA	9	1.698	0.887	0.761	2.594
8h3xA	10	1.711	0.861	0.759	2.571
8h3xA	11	1.704	0.89	0.771	2.679
8h3xA	12	1.692	0.807	0.706	3.524
8h3xA	13	1.704	0.87	0.755	2.612
8h3xA	14	1.667	0.884	0.771	2.48
8h3xA	15	1.696	0.852	0.757	2.678
8h3xA	16	1.696	0.803	0.693	3.384
8h3xA	17	1.662	0.867	0.745	2.669
8h3xA	18	1.659	0.849	0.731	2.887
8h3xA	19	1.658	0.86	0.748	2.614
8h3xA	20	1.634	0.87	0.746	2.336
8h3xA	21	1.662	0.918	0.77	2.304
8h3xA	22	1.667	0.89	0.764	2.639
8h3xA	23	1.639	0.879	0.752	2.549
8h3xA	24	1.644	0.87	0.751	2.739
8h3xA	25	1.635	0.892	0.757	2.805
8h3yE	1	0.515	1.767	1.384	1.957
8h3yE	2	0.517	1.741	1.355	1.89
8h3yE	3	0.521	1.766	1.392	1.924
8h3yE	4	0.518	1.766	1.39	1.915
8h3yE	5	0.519	1.767	1.403	1.872
8h3yE	6	0.518	1.763	1.392	1.904
8h3yE	7	0.513	1.719	1.345	1.855
8h3yE	8	0.509	1.715	1.346	1.702
8h3yE	9	0.511	1.725	1.352	1.766
8h3yE	10	0.515	1.732	1.353	1.721
8h3yE	11	0.538	1.62	1.284	1.803
8h3yE	12	0.544	1.618	1.285	1.826
8h3yE	13	0.545	1.621	1.286	1.804
8h3yE	14	0.545	1.607	1.276	1.814
8h3yE	15	0.506	1.622	1.28	1.702
8h3yE	16	0.547	1.61	1.285	1.773
8h3yE	17	0.525	1.751	1.367	1.864
8h3yE	18	0.521	1.749	1.363	1.848
8h3yE	19	0.519	1.757	1.377	1.826
8h3yE	20	0.518	1.741	1.36	1.836
8h3yE	21	0.525	1.751	1.366	1.915
8h3yE	22	0.521	1.522	1.21	1.751
8h3yE	23	0.519	1.272	1.05	1.709
8h3yE	24	0.516	0.931	0.836	1.532
8h3yE	25	0.524	1.611	1.275	1.756
